lcl|NC_000962.3_prot_NP_214515.1_1	cds-NP_214515.1
lcl|NC_000962.3_prot_NP_216936.1_2409	cds-NP_216936.1
lcl|NC_000962.3_prot_NP_216937.1_2410	cds-NP_216937.1
lcl|NC_000962.3_prot_NP_216938.1_2411	cds-NP_216938.1
lcl|NC_000962.3_prot_NP_216939.1_2412	cds-NP_216939.1
lcl|NC_000962.3_prot_NP_216940.1_2413	cds-NP_216940.1
lcl|NC_000962.3_prot_NP_216941.1_2414	cds-NP_216941.1
lcl|NC_000962.3_prot_NP_216942.1_2415	cds-NP_216942.1
lcl|NC_000962.3_prot_NP_216943.1_2416	cds-NP_216943.1
lcl|NC_000962.3_prot_NP_216944.1_2417	cds-NP_216944.1
lcl|NC_000962.3_prot_NP_216945.1_2418	cds-NP_216945.1
lcl|NC_000962.3_prot_YP_177881.1_2419	cds-YP_177881.1
lcl|NC_000962.3_prot_YP_177882.1_2420	cds-YP_177882.1
lcl|NC_000962.3_prot_NP_216948.1_2421	cds-NP_216948.1
lcl|NC_000962.3_prot_NP_216949.1_2422	cds-NP_216949.1
lcl|NC_000962.3_prot_NP_216950.1_2423	cds-NP_216950.1
lcl|NC_000962.3_prot_NP_216951.1_2424	cds-NP_216951.1
lcl|NC_000962.3_prot_NP_216952.1_2425	cds-NP_216952.1
lcl|NC_000962.3_prot_NP_216953.1_2426	cds-NP_216953.1
lcl|NC_000962.3_prot_NP_216954.2_2427	cds-NP_216954.2
lcl|NC_000962.3_prot_YP_177671.1_2428	cds-YP_177671.1
lcl|NC_000962.3_prot_NP_216955.1_2429	cds-NP_216955.1
lcl|NC_000962.3_prot_NP_216956.1_2430	cds-NP_216956.1
lcl|NC_000962.3_prot_NP_216957.1_2431	cds-NP_216957.1
lcl|NC_000962.3_prot_NP_216958.1_2432	cds-NP_216958.1
lcl|NC_000962.3_prot_NP_216959.1_2433	cds-NP_216959.1
lcl|NC_000962.3_prot_NP_216960.1_2434	cds-NP_216960.1
lcl|NC_000962.3_prot_NP_216961.1_2435	cds-NP_216961.1
lcl|NC_000962.3_prot_NP_216962.1_2436	cds-NP_216962.1
lcl|NC_000962.3_prot_NP_216963.1_2437	cds-NP_216963.1
lcl|NC_000962.3_prot_NP_216964.1_2438	cds-NP_216964.1
lcl|NC_000962.3_prot_NP_216965.1_2439	cds-NP_216965.1
lcl|NC_000962.3_prot_NP_216966.1_2440	cds-NP_216966.1
lcl|NC_000962.3_prot_NP_216967.1_2441	cds-NP_216967.1
lcl|NC_000962.3_prot_NP_216968.1_2442	cds-NP_216968.1
lcl|NC_000962.3_prot_NP_216969.1_2443	cds-NP_216969.1
lcl|NC_000962.3_prot_NP_216970.1_2444	cds-NP_216970.1
lcl|NC_000962.3_prot_NP_216971.1_2445	cds-NP_216971.1
lcl|NC_000962.3_prot_NP_216972.1_2446	cds-NP_216972.1
lcl|NC_000962.3_prot_NP_216973.1_2447	cds-NP_216973.1
lcl|NC_000962.3_prot_NP_216974.1_2448	cds-NP_216974.1
lcl|NC_000962.3_prot_NP_216975.1_2449	cds-NP_216975.1
lcl|NC_000962.3_prot_NP_216976.1_2450	cds-NP_216976.1
lcl|NC_000962.3_prot_YP_177883.1_2451	cds-YP_177883.1
lcl|NC_000962.3_prot_NP_216978.1_2452	cds-NP_216978.1
lcl|NC_000962.3_prot_NP_216979.1_2453	cds-NP_216979.1
lcl|NC_000962.3_prot_NP_216980.1_2454	cds-NP_216980.1
lcl|NC_000962.3_prot_YP_177884.1_2455	cds-YP_177884.1
lcl|NC_000962.3_prot_NP_216982.1_2456	cds-NP_216982.1
lcl|NC_000962.3_prot_YP_177885.1_2457	cds-YP_177885.1
lcl|NC_000962.3_prot_NP_216984.1_2458	cds-NP_216984.1
lcl|NC_000962.3_prot_YP_007411168.1_2459	cds-YP_007411168.1
lcl|NC_000962.3_prot_NP_216985.1_2460	cds-NP_216985.1
lcl|NC_000962.3_prot_NP_216986.1_2461	cds-NP_216986.1
lcl|NC_000962.3_prot_NP_216987.1_2462	cds-NP_216987.1
lcl|NC_000962.3_prot_NP_216988.1_2463	cds-NP_216988.1
lcl|NC_000962.3_prot_NP_216989.1_2464	cds-NP_216989.1
lcl|NC_000962.3_prot_NP_216990.1_2465	cds-NP_216990.1
lcl|NC_000962.3_prot_NP_216991.1_2466	cds-NP_216991.1
lcl|NC_000962.3_prot_NP_216992.1_2467	cds-NP_216992.1
lcl|NC_000962.3_prot_NP_216993.1_2468	cds-NP_216993.1
lcl|NC_000962.3_prot_NP_216994.1_2469	cds-NP_216994.1
lcl|NC_000962.3_prot_NP_216997.1_2470	cds-NP_216997.1
lcl|NC_000962.3_prot_NP_216998.1_2471	cds-NP_216998.1
lcl|NC_000962.3_prot_NP_216999.1_2472	cds-NP_216999.1
lcl|NC_000962.3_prot_NP_217000.1_2473	cds-NP_217000.1
lcl|NC_000962.3_prot_NP_217001.1_2474	cds-NP_217001.1
lcl|NC_000962.3_prot_NP_217002.1_2475	cds-NP_217002.1
lcl|NC_000962.3_prot_YP_177886.1_2476	cds-YP_177886.1
lcl|NC_000962.3_prot_NP_217004.1_2477	cds-NP_217004.1
lcl|NC_000962.3_prot_NP_217005.1_2478	cds-NP_217005.1
lcl|NC_000962.3_prot_YP_177887.1_2479	cds-YP_177887.1
lcl|NC_000962.3_prot_YP_009030040.1_2480	cds-YP_009030040.1
lcl|NC_000962.3_prot_NP_217007.1_2481	cds-NP_217007.1
lcl|NC_000962.3_prot_NP_217008.1_2482	cds-NP_217008.1
lcl|NC_000962.3_prot_NP_217009.1_2483	cds-NP_217009.1
lcl|NC_000962.3_prot_NP_217010.1_2484	cds-NP_217010.1
lcl|NC_000962.3_prot_NP_217011.1_2485	cds-NP_217011.1
lcl|NC_000962.3_prot_NP_217012.1_2486	cds-NP_217012.1
lcl|NC_000962.3_prot_NP_217013.1_2487	cds-NP_217013.1
lcl|NC_000962.3_prot_NP_217014.1_2488	cds-NP_217014.1
lcl|NC_000962.3_prot_NP_217015.1_2489	cds-NP_217015.1
lcl|NC_000962.3_prot_NP_217016.1_2490	cds-NP_217016.1
lcl|NC_000962.3_prot_NP_217017.1_2491	cds-NP_217017.1
lcl|NC_000962.3_prot_NP_217018.1_2492	cds-NP_217018.1
lcl|NC_000962.3_prot_NP_217019.1_2493	cds-NP_217019.1
lcl|NC_000962.3_prot_NP_217020.1_2494	cds-NP_217020.1
lcl|NC_000962.3_prot_NP_217021.1_2495	cds-NP_217021.1
lcl|NC_000962.3_prot_NP_217022.1_2496	cds-NP_217022.1
lcl|NC_000962.3_prot_NP_217023.1_2497	cds-NP_217023.1
lcl|NC_000962.3_prot_NP_217024.1_2498	cds-NP_217024.1
lcl|NC_000962.3_prot_NP_217025.1_2499	cds-NP_217025.1
lcl|NC_000962.3_prot_NP_217026.1_2500	cds-NP_217026.1
lcl|NC_000962.3_prot_NP_217027.1_2501	cds-NP_217027.1
lcl|NC_000962.3_prot_NP_217028.1_2502	cds-NP_217028.1
lcl|NC_000962.3_prot_YP_009030041.1_2503	cds-YP_009030041.1
lcl|NC_000962.3_prot_NP_217029.1_2504	cds-NP_217029.1
lcl|NC_000962.3_prot_NP_217030.1_2505	cds-NP_217030.1
lcl|NC_000962.3_prot_NP_217031.1_2506	cds-NP_217031.1
lcl|NC_000962.3_prot_NP_217032.2_2507	cds-NP_217032.2
lcl|NC_000962.3_prot_NP_217033.1_2508	cds-NP_217033.1
lcl|NC_000962.3_prot_NP_217034.1_2509	cds-NP_217034.1
lcl|NC_000962.3_prot_YP_177888.1_2510	cds-YP_177888.1
lcl|NC_000962.3_prot_NP_217036.1_2511	cds-NP_217036.1
lcl|NC_000962.3_prot_NP_217037.1_2512	cds-NP_217037.1
lcl|NC_000962.3_prot_NP_217038.1_2513	cds-NP_217038.1
lcl|NC_000962.3_prot_NP_217039.1_2514	cds-NP_217039.1
lcl|NC_000962.3_prot_NP_217040.1_2515	cds-NP_217040.1
lcl|NC_000962.3_prot_NP_217041.1_2516	cds-NP_217041.1
lcl|NC_000962.3_prot_NP_217042.1_2517	cds-NP_217042.1
lcl|NC_000962.3_prot_NP_217043.1_2518	cds-NP_217043.1
lcl|NC_000962.3_prot_NP_217044.1_2519	cds-NP_217044.1
lcl|NC_000962.3_prot_NP_217045.1_2520	cds-NP_217045.1
lcl|NC_000962.3_prot_NP_217046.1_2521	cds-NP_217046.1
lcl|NC_000962.3_prot_YP_177672.1_2522	cds-YP_177672.1
lcl|NC_000962.3_prot_YP_177889.1_2523	cds-YP_177889.1
lcl|NC_000962.3_prot_NP_217048.1_2524	cds-NP_217048.1
lcl|NC_000962.3_prot_NP_217049.1_2525	cds-NP_217049.1
lcl|NC_000962.3_prot_NP_217050.1_2526	cds-NP_217050.1
lcl|NC_000962.3_prot_NP_217051.1_2527	cds-NP_217051.1
lcl|NC_000962.3_prot_NP_217052.1_2528	cds-NP_217052.1
lcl|NC_000962.3_prot_NP_217053.1_2529	cds-NP_217053.1
lcl|NC_000962.3_prot_NP_217054.1_2530	cds-NP_217054.1
lcl|NC_000962.3_prot_NP_217055.1_2531	cds-NP_217055.1
lcl|NC_000962.3_prot_NP_217056.1_2532	cds-NP_217056.1
lcl|NC_000962.3_prot_NP_217057.1_2533	cds-NP_217057.1
lcl|NC_000962.3_prot_NP_217058.1_2534	cds-NP_217058.1
lcl|NC_000962.3_prot_NP_217059.1_2535	cds-NP_217059.1
lcl|NC_000962.3_prot_NP_217060.1_2536	cds-NP_217060.1
lcl|NC_000962.3_prot_NP_217061.1_2537	cds-NP_217061.1
lcl|NC_000962.3_prot_NP_217062.1_2538	cds-NP_217062.1
lcl|NC_000962.3_prot_NP_217063.1_2539	cds-NP_217063.1
lcl|NC_000962.3_prot_NP_217064.1_2540	cds-NP_217064.1
lcl|NC_000962.3_prot_YP_004837057.1_2541	cds-YP_004837057.1
lcl|NC_000962.3_prot_NP_217065.1_2542	cds-NP_217065.1
lcl|NC_000962.3_prot_NP_217066.1_2543	cds-NP_217066.1
lcl|NC_000962.3_prot_NP_217067.1_2544	cds-NP_217067.1
lcl|NC_000962.3_prot_NP_217068.1_2545	cds-NP_217068.1
lcl|NC_000962.3_prot_NP_217069.1_2546	cds-NP_217069.1
lcl|NC_000962.3_prot_NP_217070.1_2547	cds-NP_217070.1
lcl|NC_000962.3_prot_NP_217071.1_2548	cds-NP_217071.1
lcl|NC_000962.3_prot_NP_217072.1_2549	cds-NP_217072.1
lcl|NC_000962.3_prot_NP_217073.1_2550	cds-NP_217073.1
lcl|NC_000962.3_prot_NP_217074.1_2551	cds-NP_217074.1
lcl|NC_000962.3_prot_NP_217075.1_2552	cds-NP_217075.1
lcl|NC_000962.3_prot_NP_217076.1_2553	cds-NP_217076.1
lcl|NC_000962.3_prot_NP_217079.1_2554	cds-NP_217079.1
lcl|NC_000962.3_prot_NP_217080.1_2555	cds-NP_217080.1
lcl|NC_000962.3_prot_NP_217081.1_2556	cds-NP_217081.1
lcl|NC_000962.3_prot_NP_217082.1_2557	cds-NP_217082.1
lcl|NC_000962.3_prot_NP_217083.1_2558	cds-NP_217083.1
lcl|NC_000962.3_prot_NP_217084.1_2559	cds-NP_217084.1
lcl|NC_000962.3_prot_NP_217085.1_2560	cds-NP_217085.1
lcl|NC_000962.3_prot_NP_217086.1_2561	cds-NP_217086.1
lcl|NC_000962.3_prot_NP_217087.1_2562	cds-NP_217087.1
lcl|NC_000962.3_prot_NP_217088.1_2563	cds-NP_217088.1
lcl|NC_000962.3_prot_NP_217089.3_2564	cds-NP_217089.3
lcl|NC_000962.3_prot_NP_217090.1_2565	cds-NP_217090.1
lcl|NC_000962.3_prot_NP_217091.1_2566	cds-NP_217091.1
lcl|NC_000962.3_prot_NP_217092.1_2567	cds-NP_217092.1
lcl|NC_000962.3_prot_NP_217093.1_2568	cds-NP_217093.1
lcl|NC_000962.3_prot_NP_217094.1_2569	cds-NP_217094.1
lcl|NC_000962.3_prot_YP_177890.1_2570	cds-YP_177890.1
lcl|NC_000962.3_prot_NP_217096.1_2571	cds-NP_217096.1
lcl|NC_000962.3_prot_NP_217097.1_2572	cds-NP_217097.1
lcl|NC_000962.3_prot_NP_217098.1_2573	cds-NP_217098.1
lcl|NC_000962.3_prot_NP_217099.1_2574	cds-NP_217099.1
lcl|NC_000962.3_prot_NP_217100.1_2575	cds-NP_217100.1
lcl|NC_000962.3_prot_NP_217101.1_2576	cds-NP_217101.1
lcl|NC_000962.3_prot_NP_217102.1_2577	cds-NP_217102.1
lcl|NC_000962.3_prot_NP_217103.1_2578	cds-NP_217103.1
lcl|NC_000962.3_prot_NP_217104.1_2579	cds-NP_217104.1
lcl|NC_000962.3_prot_NP_217105.1_2580	cds-NP_217105.1
lcl|NC_000962.3_prot_NP_217106.1_2581	cds-NP_217106.1
lcl|NC_000962.3_prot_YP_177891.1_2582	cds-YP_177891.1
lcl|NC_000962.3_prot_NP_217108.1_2583	cds-NP_217108.1
lcl|NC_000962.3_prot_NP_217109.1_2584	cds-NP_217109.1
lcl|NC_000962.3_prot_NP_217110.1_2585	cds-NP_217110.1
lcl|NC_000962.3_prot_NP_217111.1_2586	cds-NP_217111.1
lcl|NC_000962.3_prot_NP_217112.1_2587	cds-NP_217112.1
lcl|NC_000962.3_prot_NP_217113.1_2588	cds-NP_217113.1
lcl|NC_000962.3_prot_NP_217114.1_2589	cds-NP_217114.1
lcl|NC_000962.3_prot_NP_217115.1_2590	cds-NP_217115.1
lcl|NC_000962.3_prot_NP_217116.1_2591	cds-NP_217116.1
lcl|NC_000962.3_prot_YP_177892.1_2592	cds-YP_177892.1
lcl|NC_000962.3_prot_YP_177673.1_2593	cds-YP_177673.1
lcl|NC_000962.3_prot_NP_217118.1_2594	cds-NP_217118.1
lcl|NC_000962.3_prot_NP_217119.1_2595	cds-NP_217119.1
lcl|NC_000962.3_prot_NP_217120.1_2596	cds-NP_217120.1
lcl|NC_000962.3_prot_NP_217121.1_2597	cds-NP_217121.1
lcl|NC_000962.3_prot_NP_217122.1_2598	cds-NP_217122.1
lcl|NC_000962.3_prot_NP_217123.1_2599	cds-NP_217123.1
lcl|NC_000962.3_prot_YP_177893.1_2600	cds-YP_177893.1
lcl|NC_000962.3_prot_NP_217125.1_2601	cds-NP_217125.1
lcl|NC_000962.3_prot_NP_217126.1_2602	cds-NP_217126.1
lcl|NC_000962.3_prot_NP_217127.1_2603	cds-NP_217127.1
lcl|NC_000962.3_prot_YP_177894.1_2604	cds-YP_177894.1
lcl|NC_000962.3_prot_NP_217129.1_2605	cds-NP_217129.1
lcl|NC_000962.3_prot_NP_217130.1_2606	cds-NP_217130.1
lcl|NC_000962.3_prot_YP_177674.1_2607	cds-YP_177674.1
lcl|NC_000962.3_prot_YP_177895.1_2608	cds-YP_177895.1
lcl|NC_000962.3_prot_NP_217132.1_2609	cds-NP_217132.1
lcl|NC_000962.3_prot_NP_217133.1_2610	cds-NP_217133.1
lcl|NC_000962.3_prot_NP_217134.1_2611	cds-NP_217134.1
lcl|NC_000962.3_prot_NP_217135.1_2612	cds-NP_217135.1
lcl|NC_000962.3_prot_NP_217136.1_2613	cds-NP_217136.1
lcl|NC_000962.3_prot_NP_217137.1_2614	cds-NP_217137.1
lcl|NC_000962.3_prot_NP_217138.1_2615	cds-NP_217138.1
lcl|NC_000962.3_prot_NP_217139.1_2616	cds-NP_217139.1
lcl|NC_000962.3_prot_NP_217140.1_2617	cds-NP_217140.1
lcl|NC_000962.3_prot_NP_217141.1_2618	cds-NP_217141.1
lcl|NC_000962.3_prot_NP_217142.1_2619	cds-NP_217142.1
lcl|NC_000962.3_prot_NP_217143.1_2620	cds-NP_217143.1
lcl|NC_000962.3_prot_NP_217144.1_2621	cds-NP_217144.1
lcl|NC_000962.3_prot_NP_217145.1_2622	cds-NP_217145.1
lcl|NC_000962.3_prot_NP_217146.1_2623	cds-NP_217146.1
lcl|NC_000962.3_prot_NP_217147.2_2624	cds-NP_217147.2
lcl|NC_000962.3_prot_NP_217148.1_2625	cds-NP_217148.1
lcl|NC_000962.3_prot_NP_217149.1_2626	cds-NP_217149.1
lcl|NC_000962.3_prot_YP_177896.1_2627	cds-YP_177896.1
lcl|NC_000962.3_prot_NP_217151.1_2628	cds-NP_217151.1
lcl|NC_000962.3_prot_NP_217152.1_2629	cds-NP_217152.1
lcl|NC_000962.3_prot_NP_217153.1_2630	cds-NP_217153.1
lcl|NC_000962.3_prot_NP_217154.1_2631	cds-NP_217154.1
lcl|NC_000962.3_prot_NP_217155.1_2632	cds-NP_217155.1
lcl|NC_000962.3_prot_NP_217156.1_2633	cds-NP_217156.1
lcl|NC_000962.3_prot_NP_217157.1_2634	cds-NP_217157.1
lcl|NC_000962.3_prot_NP_217158.1_2635	cds-NP_217158.1
lcl|NC_000962.3_prot_NP_217159.1_2636	cds-NP_217159.1
lcl|NC_000962.3_prot_NP_217160.1_2637	cds-NP_217160.1
lcl|NC_000962.3_prot_NP_217161.1_2638	cds-NP_217161.1
lcl|NC_000962.3_prot_NP_217162.1_2639	cds-NP_217162.1
lcl|NC_000962.3_prot_NP_217163.2_2640	cds-NP_217163.2
lcl|NC_000962.3_prot_NP_217166.1_2641	cds-NP_217166.1
lcl|NC_000962.3_prot_NP_217167.1_2642	cds-NP_217167.1
lcl|NC_000962.3_prot_NP_217168.1_2643	cds-NP_217168.1
lcl|NC_000962.3_prot_NP_217169.1_2644	cds-NP_217169.1
lcl|NC_000962.3_prot_NP_217170.1_2645	cds-NP_217170.1
lcl|NC_000962.3_prot_NP_217171.1_2646	cds-NP_217171.1
lcl|NC_000962.3_prot_NP_217172.1_2647	cds-NP_217172.1
lcl|NC_000962.3_prot_NP_217173.1_2648	cds-NP_217173.1
lcl|NC_000962.3_prot_NP_217174.1_2649	cds-NP_217174.1
lcl|NC_000962.3_prot_NP_217175.1_2650	cds-NP_217175.1
lcl|NC_000962.3_prot_NP_217176.1_2651	cds-NP_217176.1
lcl|NC_000962.3_prot_NP_217177.1_2652	cds-NP_217177.1
lcl|NC_000962.3_prot_NP_217178.1_2653	cds-NP_217178.1
lcl|NC_000962.3_prot_NP_217179.1_2654	cds-NP_217179.1
lcl|NC_000962.3_prot_NP_217180.1_2655	cds-NP_217180.1
lcl|NC_000962.3_prot_NP_217181.1_2656	cds-NP_217181.1
lcl|NC_000962.3_prot_YP_177897.1_2657	cds-YP_177897.1
lcl|NC_000962.3_prot_NP_217184.1_2658	cds-NP_217184.1
lcl|NC_000962.3_prot_NP_217185.1_2659	cds-NP_217185.1
lcl|NC_000962.3_prot_NP_217186.1_2660	cds-NP_217186.1
lcl|NC_000962.3_prot_NP_217187.1_2661	cds-NP_217187.1
lcl|NC_000962.3_prot_NP_217188.1_2662	cds-NP_217188.1
lcl|NC_000962.3_prot_NP_217189.1_2663	cds-NP_217189.1
lcl|NC_000962.3_prot_NP_217190.1_2664	cds-NP_217190.1
lcl|NC_000962.3_prot_NP_217191.1_2665	cds-NP_217191.1
lcl|NC_000962.3_prot_NP_217192.1_2666	cds-NP_217192.1
lcl|NC_000962.3_prot_YP_177675.1_2667	cds-YP_177675.1
lcl|NC_000962.3_prot_NP_217194.1_2668	cds-NP_217194.1
lcl|NC_000962.3_prot_NP_217195.1_2669	cds-NP_217195.1
lcl|NC_000962.3_prot_NP_217196.1_2670	cds-NP_217196.1
lcl|NC_000962.3_prot_NP_217197.1_2671	cds-NP_217197.1
lcl|NC_000962.3_prot_YP_177898.1_2672	cds-YP_177898.1
lcl|NC_000962.3_prot_NP_217199.1_2673	cds-NP_217199.1
lcl|NC_000962.3_prot_NP_217200.1_2674	cds-NP_217200.1
lcl|NC_000962.3_prot_YP_177899.1_2675	cds-YP_177899.1
lcl|NC_000962.3_prot_NP_217202.1_2676	cds-NP_217202.1
lcl|NC_000962.3_prot_NP_217203.1_2677	cds-NP_217203.1
lcl|NC_000962.3_prot_NP_217204.1_2678	cds-NP_217204.1
lcl|NC_000962.3_prot_NP_217205.1_2679	cds-NP_217205.1
lcl|NC_000962.3_prot_NP_217206.1_2680	cds-NP_217206.1
lcl|NC_000962.3_prot_YP_177900.1_2681	cds-YP_177900.1
lcl|NC_000962.3_prot_YP_177901.1_2682	cds-YP_177901.1
lcl|NC_000962.3_prot_NP_217209.1_2683	cds-NP_217209.1
lcl|NC_000962.3_prot_NP_217210.1_2684	cds-NP_217210.1
lcl|NC_000962.3_prot_NP_217211.1_2685	cds-NP_217211.1
lcl|NC_000962.3_prot_NP_217212.1_2686	cds-NP_217212.1
lcl|NC_000962.3_prot_NP_217213.1_2687	cds-NP_217213.1
lcl|NC_000962.3_prot_NP_217214.1_2688	cds-NP_217214.1
lcl|NC_000962.3_prot_NP_217215.1_2689	cds-NP_217215.1
lcl|NC_000962.3_prot_NP_217216.1_2690	cds-NP_217216.1
lcl|NC_000962.3_prot_NP_217217.1_2691	cds-NP_217217.1
lcl|NC_000962.3_prot_NP_217218.1_2692	cds-NP_217218.1
lcl|NC_000962.3_prot_NP_217219.1_2693	cds-NP_217219.1
lcl|NC_000962.3_prot_NP_217220.1_2694	cds-NP_217220.1
lcl|NC_000962.3_prot_NP_217221.1_2695	cds-NP_217221.1
lcl|NC_000962.3_prot_NP_217222.1_2696	cds-NP_217222.1
lcl|NC_000962.3_prot_NP_217223.1_2697	cds-NP_217223.1
lcl|NC_000962.3_prot_NP_217224.1_2698	cds-NP_217224.1
lcl|NC_000962.3_prot_NP_217225.1_2699	cds-NP_217225.1
lcl|NC_000962.3_prot_NP_217226.1_2700	cds-NP_217226.1
lcl|NC_000962.3_prot_NP_217227.1_2701	cds-NP_217227.1
lcl|NC_000962.3_prot_NP_217228.1_2702	cds-NP_217228.1
lcl|NC_000962.3_prot_NP_217229.1_2703	cds-NP_217229.1
lcl|NC_000962.3_prot_NP_217230.1_2704	cds-NP_217230.1
lcl|NC_000962.3_prot_NP_217231.1_2705	cds-NP_217231.1
lcl|NC_000962.3_prot_NP_217232.1_2706	cds-NP_217232.1
lcl|NC_000962.3_prot_NP_217233.1_2707	cds-NP_217233.1
lcl|NC_000962.3_prot_NP_217234.1_2708	cds-NP_217234.1
lcl|NC_000962.3_prot_NP_217235.1_2709	cds-NP_217235.1
lcl|NC_000962.3_prot_NP_217236.2_2710	cds-NP_217236.2
lcl|NC_000962.3_prot_NP_217237.1_2711	cds-NP_217237.1
lcl|NC_000962.3_prot_NP_217238.1_2712	cds-NP_217238.1
lcl|NC_000962.3_prot_NP_217239.1_2713	cds-NP_217239.1
lcl|NC_000962.3_prot_NP_217240.1_2714	cds-NP_217240.1
lcl|NC_000962.3_prot_NP_217241.1_2715	cds-NP_217241.1
lcl|NC_000962.3_prot_NP_217242.1_2716	cds-NP_217242.1
lcl|NC_000962.3_prot_NP_217243.1_2717	cds-NP_217243.1
lcl|NC_000962.3_prot_NP_217244.1_2718	cds-NP_217244.1
lcl|NC_000962.3_prot_NP_217245.1_2719	cds-NP_217245.1
lcl|NC_000962.3_prot_NP_217246.1_2720	cds-NP_217246.1
lcl|NC_000962.3_prot_NP_217247.1_2721	cds-NP_217247.1
lcl|NC_000962.3_prot_NP_217248.1_2722	cds-NP_217248.1
lcl|NC_000962.3_prot_NP_217249.1_2723	cds-NP_217249.1
lcl|NC_000962.3_prot_NP_217250.1_2724	cds-NP_217250.1
lcl|NC_000962.3_prot_NP_217251.1_2725	cds-NP_217251.1
lcl|NC_000962.3_prot_NP_217252.1_2726	cds-NP_217252.1
lcl|NC_000962.3_prot_NP_217253.1_2727	cds-NP_217253.1
lcl|NC_000962.3_prot_NP_217254.1_2728	cds-NP_217254.1
lcl|NC_000962.3_prot_NP_217255.1_2729	cds-NP_217255.1
lcl|NC_000962.3_prot_NP_217256.1_2730	cds-NP_217256.1
lcl|NC_000962.3_prot_YP_177902.1_2731	cds-YP_177902.1
lcl|NC_000962.3_prot_NP_217258.1_2732	cds-NP_217258.1
lcl|NC_000962.3_prot_NP_217259.1_2733	cds-NP_217259.1
lcl|NC_000962.3_prot_YP_177903.1_2734	cds-YP_177903.1
lcl|NC_000962.3_prot_NP_217261.1_2735	cds-NP_217261.1
lcl|NC_000962.3_prot_NP_217262.1_2736	cds-NP_217262.1
lcl|NC_000962.3_prot_NP_217263.1_2737	cds-NP_217263.1
lcl|NC_000962.3_prot_NP_217264.1_2738	cds-NP_217264.1
lcl|NC_000962.3_prot_NP_217265.1_2739	cds-NP_217265.1
lcl|NC_000962.3_prot_NP_217266.1_2740	cds-NP_217266.1
lcl|NC_000962.3_prot_NP_217267.1_2741	cds-NP_217267.1
lcl|NC_000962.3_prot_NP_217268.1_2742	cds-NP_217268.1
lcl|NC_000962.3_prot_NP_217269.1_2743	cds-NP_217269.1
lcl|NC_000962.3_prot_NP_217270.1_2744	cds-NP_217270.1
lcl|NC_000962.3_prot_NP_217272.1_2745	cds-NP_217272.1
lcl|NC_000962.3_prot_NP_217273.1_2746	cds-NP_217273.1
lcl|NC_000962.3_prot_NP_217274.1_2747	cds-NP_217274.1
lcl|NC_000962.3_prot_NP_217275.1_2748	cds-NP_217275.1
lcl|NC_000962.3_prot_NP_217276.1_2749	cds-NP_217276.1
lcl|NC_000962.3_prot_NP_217277.1_2750	cds-NP_217277.1
lcl|NC_000962.3_prot_NP_217278.1_2751	cds-NP_217278.1
lcl|NC_000962.3_prot_NP_217279.1_2752	cds-NP_217279.1
lcl|NC_000962.3_prot_NP_217280.1_2753	cds-NP_217280.1
lcl|NC_000962.3_prot_NP_217281.1_2754	cds-NP_217281.1
lcl|NC_000962.3_prot_YP_177905.1_2755	cds-YP_177905.1
lcl|NC_000962.3_prot_NP_217283.1_2756	cds-NP_217283.1
lcl|NC_000962.3_prot_YP_177906.1_2757	cds-YP_177906.1
lcl|NC_000962.3_prot_YP_177907.1_2758	cds-YP_177907.1
lcl|NC_000962.3_prot_YP_177677.1_2759	cds-YP_177677.1
lcl|NC_000962.3_prot_NP_217287.1_2760	cds-NP_217287.1
lcl|NC_000962.3_prot_NP_217288.1_2761	cds-NP_217288.1
lcl|NC_000962.3_prot_NP_217289.1_2762	cds-NP_217289.1
lcl|NC_000962.3_prot_NP_217290.1_2763	cds-NP_217290.1
lcl|NC_000962.3_prot_NP_217291.3_2764	cds-NP_217291.3
lcl|NC_000962.3_prot_NP_217292.1_2765	cds-NP_217292.1
lcl|NC_000962.3_prot_NP_217293.1_2766	cds-NP_217293.1
lcl|NC_000962.3_prot_NP_217294.1_2767	cds-NP_217294.1
lcl|NC_000962.3_prot_NP_217295.2_2768	cds-NP_217295.2
lcl|NC_000962.3_prot_NP_217296.1_2769	cds-NP_217296.1
lcl|NC_000962.3_prot_NP_217297.1_2770	cds-NP_217297.1
lcl|NC_000962.3_prot_NP_217298.1_2771	cds-NP_217298.1
lcl|NC_000962.3_prot_NP_217299.1_2772	cds-NP_217299.1
lcl|NC_000962.3_prot_NP_217300.1_2773	cds-NP_217300.1
lcl|NC_000962.3_prot_NP_217301.1_2774	cds-NP_217301.1
lcl|NC_000962.3_prot_NP_217302.1_2775	cds-NP_217302.1
lcl|NC_000962.3_prot_NP_217303.1_2776	cds-NP_217303.1
lcl|NC_000962.3_prot_NP_217304.1_2777	cds-NP_217304.1
lcl|NC_000962.3_prot_NP_217305.1_2778	cds-NP_217305.1
lcl|NC_000962.3_prot_NP_217306.3_2779	cds-NP_217306.3
lcl|NC_000962.3_prot_NP_217307.1_2780	cds-NP_217307.1
lcl|NC_000962.3_prot_NP_217308.1_2781	cds-NP_217308.1
lcl|NC_000962.3_prot_NP_217309.1_2782	cds-NP_217309.1
lcl|NC_000962.3_prot_NP_217310.1_2783	cds-NP_217310.1
lcl|NC_000962.3_prot_NP_217311.1_2784	cds-NP_217311.1
lcl|NC_000962.3_prot_NP_217312.1_2785	cds-NP_217312.1
